age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,attrition,rate_avg
29,2,121,2,27,3,2,283,2,0,35,3,3,7,4,1,24525,1,0,22,4,4,3,10,3,2,10,4,9,1,8227.0
22,2,1136,1,5,3,1,284,4,1,60,4,1,6,2,0,12392,1,1,16,3,1,1,4,2,2,4,2,2,0,4529.33
36,1,635,1,18,1,3,286,2,0,73,3,1,2,4,2,7703,1,0,13,3,1,0,8,2,3,8,1,7,0,2803.67
40,0,1151,1,9,5,1,287,4,1,63,2,2,0,4,1,14242,9,0,14,3,4,1,5,5,1,3,2,2,0,5152.0
46,2,644,1,1,4,3,288,4,1,97,3,3,0,1,0,12368,7,0,16,3,3,1,17,3,3,4,2,3,0,4369.67
32,2,1045,2,4,4,3,291,4,1,32,1,3,7,4,1,25812,1,0,11,3,3,0,14,2,2,14,8,8,1,8963.0
30,0,829,1,1,1,1,292,3,1,88,2,3,4,3,2,20925,1,0,22,4,3,0,12,2,3,11,8,8,0,7280.67
27,1,1242,2,20,3,1,293,4,0,90,3,2,7,3,2,12916,1,0,14,3,4,0,7,2,3,7,7,7,0,4749.33
51,2,1469,1,8,4,1,296,2,1,81,2,3,5,2,1,15736,5,0,16,3,4,2,16,5,1,10,9,7,0,5762.0
30,2,1005,1,3,3,5,297,4,0,88,3,1,6,1,2,8556,5,1,11,3,3,0,8,5,3,5,2,4,1,3216.33
41,2,896,2,6,3,1,298,4,0,75,3,3,3,4,2,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,5215.0
30,1,334,2,26,4,2,299,3,0,52,2,2,7,1,2,22967,5,0,15,3,3,0,9,5,2,6,3,1,1,7784.33
29,2,992,1,1,3,5,300,3,1,85,3,1,6,3,2,19757,0,0,14,3,4,0,7,1,2,6,2,5,1,6944.67
45,0,1052,2,6,3,3,302,4,0,57,2,3,7,4,2,16840,6,0,12,3,4,0,23,2,3,19,7,8,0,5983.0
54,2,1147,2,3,3,2,303,4,0,52,3,2,7,1,1,17011,2,0,14,3,4,1,16,4,3,6,2,5,0,6070.0
36,2,1396,1,5,2,1,304,4,1,62,3,2,2,2,2,9945,8,0,16,3,4,0,16,3,4,13,11,7,0,3801.0
33,2,147,1,4,4,3,305,3,0,47,2,1,6,2,1,13248,6,0,21,4,4,0,7,3,3,3,2,1,0,4480.67
37,1,663,1,11,3,4,306,2,1,47,3,3,5,4,0,10056,1,1,14,3,3,3,10,1,3,10,8,7,0,3588.67
38,2,119,2,3,3,1,307,1,1,76,3,3,7,3,0,9647,0,0,12,3,3,2,17,6,2,16,10,13,0,3280.67
31,0,979,1,1,4,3,308,3,1,90,1,2,4,3,1,4381,0,0,12,3,4,1,6,2,3,5,4,4,0,1816.67
59,2,142,1,3,3,1,309,3,1,70,2,1,6,4,1,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,2889.33
37,1,319,2,4,4,2,311,1,1,41,3,1,8,4,0,2539,4,0,17,3,3,1,13,2,3,9,8,8,0,966.33
29,1,1413,2,1,1,3,312,2,0,42,3,3,7,4,1,6599,1,0,14,3,4,1,11,5,3,11,10,1,0,2684.67
35,1,944,2,1,3,2,314,3,0,92,3,3,7,3,2,9096,1,0,14,3,1,0,10,3,4,10,7,8,0,3377.33
29,2,896,1,18,1,3,315,3,1,86,2,1,6,4,2,14961,1,1,13,3,3,0,4,3,2,4,3,1,1,5314.33
52,2,1323,1,2,3,1,316,3,0,89,2,1,2,4,2,3300,7,0,15,3,2,0,6,3,2,2,2,2,0,1570.67
42,2,532,1,4,2,5,319,3,1,58,3,5,3,4,1,4933,1,0,11,3,4,0,22,3,3,22,17,15,0,1841.0
59,2,818,0,6,2,3,321,2,1,52,3,1,1,3,1,25657,8,0,17,3,4,0,7,2,2,2,2,2,0,8842.33
50,2,854,2,1,4,3,323,4,0,68,3,5,3,4,0,24118,3,0,11,3,3,1,32,3,2,7,0,6,0,8346.67
33,2,813,1,14,3,3,325,3,1,58,3,1,2,4,1,22149,5,1,13,3,3,1,8,2,1,5,4,4,1,7673.33
43,2,1034,2,16,3,2,327,4,0,80,3,4,3,4,1,7744,5,1,22,4,3,1,22,3,3,17,13,9,0,2952.67
33,2,465,1,2,2,1,328,1,0,39,3,1,2,1,1,21509,7,0,20,4,1,0,13,3,4,9,7,7,1,7337.67
52,0,771,2,2,4,1,329,1,1,79,2,5,3,3,2,21030,1,1,18,3,4,0,33,2,4,33,7,12,0,7293.33
32,2,1401,2,4,2,1,330,3,0,56,3,1,8,2,1,20990,2,0,11,3,1,1,6,5,3,4,3,2,0,7482.33
32,2,515,1,1,3,1,331,4,1,62,2,1,2,3,2,9571,0,1,14,3,4,0,4,2,1,3,2,2,1,3382.67
39,2,1431,1,1,4,3,332,3,0,96,3,1,2,3,0,15417,7,0,14,3,3,3,7,1,3,3,2,2,0,5648.0
32,0,976,2,26,4,2,333,3,1,100,3,2,7,4,1,12069,0,0,18,3,1,0,4,2,3,3,2,2,0,4381.67
41,2,1411,1,19,2,1,334,3,1,36,3,2,6,1,0,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,7108.0
40,2,1300,1,24,2,5,335,1,1,62,3,2,6,4,0,24447,1,0,17,3,1,2,9,3,3,9,8,7,0,8603.0
45,2,252,1,1,3,4,336,3,1,70,4,5,3,4,1,15970,0,0,11,3,3,1,25,2,3,24,0,7,0,5430.67
31,1,1327,1,3,4,3,337,2,1,73,3,3,5,3,0,13523,9,0,12,3,1,1,9,3,3,2,2,2,0,4974.33
33,2,832,1,5,4,1,338,3,0,63,2,1,6,4,1,14776,1,0,13,3,3,1,2,2,2,2,2,2,0,5223.67
34,2,470,1,2,4,1,339,4,1,84,2,2,4,1,1,23687,6,0,13,3,2,1,13,3,3,11,9,9,0,8080.33
37,2,1017,1,1,2,3,340,3,0,83,2,1,6,1,1,18697,2,0,14,3,1,1,17,2,2,3,1,2,0,6599.0
45,1,1199,1,7,4,1,341,1,1,77,4,2,4,3,1,5118,4,0,17,3,4,1,9,1,3,3,2,2,0,2131.33
37,1,504,1,10,3,3,342,1,1,61,3,3,4,3,0,22573,6,0,11,3,2,2,17,5,3,1,0,0,1,7712.67
39,1,505,1,2,4,5,343,3,0,64,3,3,0,3,2,6420,0,0,25,4,4,0,20,1,3,19,6,8,0,2329.67
29,2,665,1,15,3,1,346,3,1,60,3,1,6,4,2,22673,1,0,19,3,1,0,6,1,3,6,5,5,0,7799.33
42,2,916,1,17,2,1,347,4,0,82,4,2,6,1,2,23016,3,1,13,3,3,0,10,1,3,3,2,2,0,8004.67
29,2,1247,2,20,2,2,349,4,1,45,3,2,7,4,0,10732,2,0,14,3,4,1,10,2,3,3,2,2,0,4008.0
25,2,685,1,1,3,1,350,1,0,62,3,2,4,3,1,7505,0,0,12,3,4,2,5,3,3,4,2,2,0,2750.67
42,2,269,1,2,3,3,351,4,0,56,2,1,2,1,0,8007,0,1,11,3,3,1,10,4,3,9,6,8,0,2777.33
40,2,1416,1,2,2,3,352,1,1,49,3,5,5,3,0,5949,0,0,19,3,4,1,22,5,3,21,7,9,0,2471.33
51,2,833,1,1,3,1,353,3,1,96,3,1,6,4,1,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,8053.33
31,1,307,1,29,2,3,355,3,1,71,2,1,2,2,2,11652,0,0,11,3,2,0,6,2,4,5,4,4,1,4010.0
32,1,1311,1,7,3,1,359,2,1,100,4,1,2,2,1,26062,1,0,20,4,3,0,5,3,1,5,1,3,0,9157.67
38,0,1327,2,2,2,1,361,4,1,39,2,2,7,4,1,19682,3,0,18,3,4,1,13,0,3,8,7,5,0,7016.0
32,2,128,1,2,1,5,362,4,1,84,2,2,2,1,2,19737,4,0,13,3,4,0,9,5,3,6,2,4,0,6649.67
46,2,488,2,2,3,5,363,3,0,75,1,4,3,2,1,14977,3,1,12,3,2,1,28,2,2,7,7,7,0,5180.0
28,2,529,1,2,4,1,364,1,1,79,3,1,2,3,2,14935,2,0,11,3,3,0,5,5,1,0,0,0,1,5181.0
29,2,1210,2,2,3,3,366,1,1,78,2,2,7,2,1,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,1658.33
31,2,1463,1,23,3,3,367,2,1,64,2,2,0,4,1,14408,0,0,21,4,2,1,10,2,3,9,0,8,0,5311.67
25,0,675,1,5,2,1,369,2,1,85,4,2,0,1,0,18384,1,0,12,3,4,2,6,2,3,6,3,5,0,6381.33
45,2,1385,1,20,2,3,372,3,1,79,3,4,0,4,1,7501,0,1,14,3,2,0,21,2,3,20,7,10,0,2988.33
36,2,1403,1,6,3,1,373,4,1,47,3,1,2,4,1,20251,0,0,11,3,3,1,16,4,3,15,13,11,0,7233.67
55,2,452,1,1,3,3,374,4,1,81,3,5,3,1,2,18938,0,1,14,3,3,0,37,2,3,36,10,13,0,6490.33
47,0,666,1,29,4,1,376,1,1,88,3,3,3,2,1,10268,1,1,12,3,4,1,10,2,2,10,7,9,1,3674.0
28,2,1158,1,9,3,3,377,4,1,94,3,1,6,4,1,2613,1,0,23,4,4,1,5,3,2,5,2,4,0,1288.33
37,2,228,2,6,4,3,378,3,1,98,3,2,7,4,1,22825,4,0,14,3,2,1,7,5,4,5,4,1,0,7717.0
21,2,996,1,3,2,3,379,4,1,100,2,1,6,3,2,10531,1,0,17,3,1,0,3,4,4,3,2,0,0,3875.67
37,0,728,1,1,4,3,380,1,0,80,3,3,5,4,0,11677,2,1,18,3,1,2,15,2,3,5,2,2,0,4161.67
35,2,1315,1,22,3,1,381,2,0,71,4,3,3,2,0,19100,7,0,18,3,2,1,10,6,2,7,7,2,0,6828.67
38,2,322,2,7,2,3,382,1,0,44,4,2,7,1,0,19191,1,1,24,4,3,1,8,3,3,8,0,7,0,6519.0
26,1,1479,1,1,3,1,384,3,0,84,3,2,4,2,0,26767,1,0,20,4,1,1,6,6,1,6,5,4,0,9443.33
50,2,797,1,4,1,1,385,1,1,96,3,5,5,2,0,15815,3,0,14,3,1,2,28,4,2,10,4,6,0,5569.33
53,2,1070,1,3,4,3,386,3,1,45,3,4,5,3,1,21016,3,1,16,3,4,3,21,5,2,5,3,3,0,7377.0
42,2,635,2,1,1,1,387,2,1,99,3,2,7,3,1,24532,1,0,25,4,3,0,20,3,3,20,16,6,0,8422.0
29,1,442,2,2,2,1,388,2,1,44,3,2,7,4,2,20260,1,0,18,3,1,0,10,3,2,10,7,9,0,6915.33
55,2,147,1,20,2,5,389,2,1,37,3,2,2,4,1,15972,3,1,19,3,4,1,12,4,3,10,7,8,0,5385.33
26,1,496,1,11,2,3,390,1,1,60,3,2,0,1,1,22722,1,1,13,3,3,1,5,3,3,5,3,3,0,7759.33
37,2,1372,1,1,3,1,391,4,0,42,3,1,6,4,2,15881,1,0,12,3,2,0,17,3,3,17,12,7,0,5765.0
44,1,920,1,24,3,1,392,4,1,43,3,1,2,3,0,19920,3,1,22,4,4,1,19,0,1,1,0,0,1,6961.0
38,2,688,1,23,4,1,393,4,1,82,3,2,0,4,0,18899,9,0,14,3,2,1,10,2,3,2,2,2,0,6556.33
26,2,1449,1,16,4,3,394,1,1,45,3,1,2,2,0,14180,2,1,13,3,4,1,5,2,3,3,2,2,1,5224.67
28,2,1117,1,8,2,1,395,4,0,66,3,1,6,4,2,4488,1,0,21,4,4,0,5,3,3,5,3,2,0,1890.33
49,1,636,1,10,4,1,396,3,0,35,3,5,5,1,2,25594,9,1,11,3,4,0,22,4,3,3,2,2,0,8755.0
36,2,506,1,3,3,5,397,3,1,30,3,2,6,2,2,26285,4,0,12,3,4,0,10,2,3,8,0,7,0,8940.33
31,1,444,2,5,3,2,399,4,0,84,3,1,8,2,0,3909,1,0,11,3,3,1,2,5,2,2,2,2,0,1479.0
26,2,950,2,4,4,2,401,4,1,48,2,2,7,4,2,8450,1,1,12,3,2,0,8,0,3,8,7,4,1,3149.33
37,1,889,1,9,3,3,403,2,1,53,3,1,6,4,1,11411,1,1,12,3,3,3,4,3,2,4,2,2,0,4117.67
42,1,555,2,26,3,2,404,3,0,77,3,4,7,2,1,14864,5,0,14,3,4,1,23,2,4,20,4,8,0,5165.33
18,2,230,1,3,3,1,405,3,1,54,3,1,2,3,2,25233,1,0,13,3,3,0,0,2,3,0,0,0,1,8505.67
35,2,1232,2,16,3,2,406,3,1,96,3,3,7,2,1,5100,0,0,15,3,3,2,12,3,2,11,9,9,0,2142.67
36,1,566,1,18,4,1,407,3,1,81,4,1,2,4,1,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,2589.67
51,2,1302,1,2,3,3,408,4,1,84,1,2,4,2,0,16321,5,0,18,3,4,1,13,3,3,4,1,2,0,5902.33
41,2,334,2,2,4,1,410,4,1,88,3,4,3,2,2,15896,1,0,19,3,2,0,22,2,3,22,10,4,0,5439.33
18,2,812,2,10,3,3,411,4,0,69,2,1,8,3,2,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,3535.0
28,2,1476,1,16,2,3,412,2,1,68,4,2,0,1,2,4824,0,0,19,3,3,0,9,2,3,8,3,7,0,2122.67
31,2,218,2,7,3,5,416,2,1,100,4,2,7,4,1,12241,4,0,11,3,2,1,10,3,2,8,7,7,0,4186.33
39,2,1132,1,1,3,3,417,3,1,48,4,3,0,4,0,10942,0,0,17,3,1,3,19,5,2,18,10,7,0,4040.67
36,0,1105,1,24,4,1,419,2,0,47,3,2,2,2,1,6927,7,0,15,3,3,1,11,3,3,9,8,8,0,2693.0
32,2,906,2,7,3,1,420,4,1,91,2,2,7,3,1,16985,1,0,14,3,3,1,13,3,2,13,8,8,0,5994.0
38,2,849,1,25,2,1,421,1,0,81,2,3,5,2,1,26707,3,0,17,3,3,1,19,2,3,10,8,1,0,9212.33
58,0,390,1,1,4,1,422,4,1,32,1,2,0,3,0,17056,2,1,13,3,4,1,12,2,3,5,3,2,0,5826.0
31,2,691,1,5,4,5,423,3,1,86,3,1,6,4,1,10077,0,1,12,3,3,1,6,4,3,5,2,3,0,3618.0
31,2,106,0,2,3,0,424,1,1,62,2,2,1,1,1,17822,3,0,12,3,4,0,9,1,3,2,2,0,0,5996.67
45,1,1249,1,7,3,1,425,1,1,97,3,3,2,1,0,20308,1,0,18,3,1,1,24,2,3,24,9,11,0,7218.0
31,2,192,1,2,4,1,426,3,1,32,3,1,6,4,0,7747,0,1,18,3,2,1,3,2,1,2,2,2,0,2657.0
33,1,553,1,5,4,1,428,4,0,74,3,3,3,2,1,23364,6,0,11,3,2,2,12,2,3,10,6,8,0,7997.0
39,2,117,1,10,1,3,429,3,1,99,3,4,3,1,1,5355,1,1,14,3,4,0,21,3,3,21,9,10,0,1857.0
43,1,185,1,10,4,1,430,3,0,33,3,1,2,4,2,10675,0,0,19,3,1,0,9,5,3,8,7,7,0,3631.0
49,2,1091,1,1,2,5,431,3,0,90,2,4,0,3,2,17810,7,1,12,3,4,0,25,2,3,7,1,7,0,6330.33
52,2,723,1,8,4,3,433,3,1,85,2,2,6,2,1,17747,2,0,15,3,1,0,11,3,2,8,2,7,1,6185.0
27,2,1220,1,5,3,1,434,3,0,85,3,1,6,2,2,20938,1,1,12,3,2,0,4,2,2,4,3,2,0,7414.33
32,2,588,2,8,2,5,436,3,0,65,2,2,7,2,1,24624,1,1,11,3,4,0,13,2,3,13,12,9,0,8425.67
27,2,1377,2,2,3,1,437,4,1,74,3,2,7,3,2,5242,1,1,11,3,1,0,5,3,3,5,4,4,0,2231.0
31,2,691,2,7,3,2,438,4,1,73,3,2,7,4,0,7143,4,0,12,3,4,3,13,3,3,7,7,7,0,2635.67
32,2,1018,1,2,4,3,439,1,0,74,4,2,6,4,2,10557,7,0,16,3,3,0,10,0,2,7,7,7,0,3883.0
28,2,1157,1,2,4,3,440,1,1,84,1,1,6,4,1,24737,5,1,13,3,4,0,5,4,2,3,2,2,1,8659.33
30,2,1275,1,28,2,3,441,4,0,64,3,2,6,4,1,11934,1,0,13,3,4,2,11,2,3,10,8,9,0,4424.33
31,1,798,1,7,2,1,442,3,0,48,2,3,4,3,1,14034,1,0,24,4,1,1,10,2,3,10,9,9,0,4960.0
39,1,672,1,7,2,3,444,3,1,54,2,5,3,4,1,21141,1,0,15,3,1,1,21,2,3,21,9,3,0,7289.0
39,2,1162,2,3,2,3,445,4,0,41,3,2,7,3,1,17778,4,1,18,3,1,0,12,3,2,1,0,0,1,6327.0
33,1,508,2,10,3,2,446,2,1,46,2,2,7,4,2,4317,3,0,14,3,3,0,9,6,2,7,7,1,0,1623.67
47,2,1482,1,5,5,1,447,4,1,42,3,5,5,3,1,16375,4,0,11,3,2,1,21,2,3,3,2,1,0,5966.33
43,1,559,1,10,4,1,448,3,0,82,2,2,2,3,0,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,2289.33
27,0,210,2,1,1,2,449,3,1,73,3,2,7,2,1,22107,0,1,13,3,4,1,6,0,3,5,4,4,0,7463.33
54,1,928,1,20,4,1,450,4,0,31,3,2,6,3,2,16885,3,0,12,3,4,0,20,4,2,4,3,3,0,5948.0
43,2,1001,1,7,3,1,451,3,0,43,3,3,0,1,1,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,3435.33
45,2,549,1,8,4,4,452,4,1,75,3,2,6,4,1,9278,9,0,14,3,1,2,12,3,3,10,9,8,0,3300.67
40,2,1124,2,1,2,3,453,2,1,57,1,2,7,4,1,13273,2,1,22,4,3,3,6,2,2,4,3,2,0,4818.0
29,2,318,1,8,4,4,454,2,1,77,1,1,2,1,1,4759,1,1,11,3,4,0,7,4,2,7,7,7,1,1718.0
29,2,738,1,9,5,4,455,2,1,30,2,1,2,4,2,7621,0,0,17,3,3,0,4,2,3,3,2,2,0,2796.33
30,2,570,2,5,3,2,456,4,0,30,2,2,7,3,0,5431,1,0,13,3,3,3,10,2,3,10,9,2,0,2010.33
27,2,1130,2,8,4,2,458,2,0,56,3,2,7,2,1,3415,1,0,18,3,1,1,8,3,3,8,7,7,0,1533.67
37,2,1192,1,5,2,3,460,4,1,61,3,2,4,4,0,23177,7,0,16,3,3,2,8,2,2,6,2,4,0,8143.33
38,2,343,1,15,2,1,461,3,1,92,2,3,5,4,0,15682,0,1,14,3,2,1,12,3,3,11,10,9,0,5372.33
31,2,1232,1,7,4,3,462,3,0,39,3,3,4,4,2,25713,1,1,14,3,3,0,11,2,2,11,9,10,0,8994.67
29,2,144,2,10,1,2,463,4,0,39,2,2,7,2,0,11866,1,1,14,3,1,2,7,2,3,7,7,7,0,4016.33
35,2,1296,1,5,4,5,464,3,1,62,3,3,4,2,2,18264,0,0,13,3,4,0,17,5,3,16,6,13,0,6540.67
23,2,1309,1,26,1,1,465,3,1,83,3,1,6,4,0,16092,1,0,12,3,3,2,4,2,2,4,2,2,0,5828.0
41,2,483,1,6,3,3,466,4,1,95,2,2,4,2,2,10110,6,1,15,3,4,0,8,3,3,5,4,2,0,3562.67
47,1,1309,2,4,1,3,467,2,1,99,3,2,8,3,2,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,9053.0
42,2,810,1,23,5,1,468,1,0,44,3,4,5,4,2,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,5585.0
29,0,746,2,2,3,1,469,4,1,61,3,2,7,3,1,16928,1,0,14,3,1,1,4,3,2,4,3,2,0,5911.67
42,2,544,0,2,1,5,470,3,1,52,3,1,1,3,0,24017,0,1,11,3,3,1,4,5,3,3,2,0,0,8204.33
32,2,1062,1,2,3,3,471,3,0,75,3,1,2,2,1,3956,1,0,13,3,3,1,8,4,3,8,0,7,0,1697.67
48,2,530,2,29,1,3,473,1,0,91,3,3,3,3,1,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,8199.67
37,2,1319,1,6,3,3,474,3,1,51,4,2,6,1,0,17001,4,1,13,3,1,2,13,2,3,7,7,7,0,6123.67
30,0,641,2,25,2,5,475,4,0,85,3,2,7,3,1,6069,7,1,12,3,2,1,4,2,4,2,2,2,0,2265.0
26,2,933,2,1,3,1,476,3,1,57,3,2,7,3,1,20156,1,0,17,3,2,1,8,3,3,8,7,7,0,7048.67
42,2,1332,1,2,4,4,477,1,1,98,2,2,0,4,2,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,6169.33
21,1,756,2,1,1,5,478,1,0,99,2,1,8,2,2,9150,1,1,11,3,3,0,3,3,3,3,2,2,1,3335.0
36,0,845,2,1,5,3,479,4,0,45,3,2,7,4,2,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,5388.67
36,1,541,2,3,4,3,481,1,1,48,2,3,7,4,1,7246,4,0,11,3,1,1,16,2,3,13,9,12,0,2611.67
57,2,593,1,1,4,3,482,4,1,88,3,2,0,3,1,2967,2,0,11,3,3,0,15,2,3,3,2,2,0,1216.0
40,2,1171,1,10,4,1,483,4,0,46,4,1,2,3,1,22495,3,1,13,3,3,1,10,3,3,7,7,7,0,7904.0
21,0,895,2,9,2,3,484,1,1,39,3,1,8,4,2,2851,1,0,24,4,3,0,3,3,2,3,2,2,0,1261.67
33,2,350,2,5,3,2,485,4,0,34,3,1,8,3,2,9150,1,1,13,3,2,0,1,2,3,1,0,0,1,3178.0
37,2,921,1,10,3,3,486,3,0,98,3,1,2,1,1,17663,6,0,20,4,2,1,17,3,3,5,4,3,0,6227.33
46,0,1144,1,7,4,3,487,3,0,30,3,2,4,3,1,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,5739.33
41,1,143,2,4,3,2,488,1,1,56,3,2,7,2,2,9558,1,0,18,3,3,0,8,5,3,8,7,7,1,3252.33
50,2,1046,1,10,3,5,491,4,1,100,2,3,0,4,2,2755,6,0,15,3,4,0,20,2,3,4,3,3,0,1300.33
40,2,575,2,22,2,2,492,3,1,68,2,2,7,3,1,6110,2,1,12,3,1,2,8,6,3,6,4,0,1,2251.0
31,2,408,1,9,4,1,493,3,1,42,2,1,6,2,2,7551,0,1,16,3,4,0,3,5,3,2,2,2,0,2667.0
21,2,156,2,12,3,1,494,3,0,90,4,1,8,2,2,25422,1,0,15,3,4,0,1,0,3,1,0,0,1,8556.0
29,2,1283,1,23,3,1,495,4,1,54,3,1,6,4,2,18168,9,0,16,3,4,0,6,4,3,3,2,2,0,6501.67
35,2,755,1,9,4,1,496,3,1,97,2,2,0,2,2,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,6748.67
27,2,1469,1,1,2,3,497,4,1,82,3,1,2,2,0,17881,1,0,11,3,2,1,5,2,3,5,2,4,0,6477.33
28,2,304,2,9,4,1,498,2,1,92,3,2,7,4,2,20750,1,0,16,3,4,0,7,1,3,7,5,7,0,7048.67
49,2,1261,1,7,3,4,499,2,1,31,2,3,0,3,2,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,4452.67
51,2,1178,2,14,2,1,500,3,0,87,3,2,7,4,1,14862,4,0,11,3,3,1,18,2,2,7,7,7,0,5375.67
36,2,329,1,2,3,1,501,4,0,96,3,1,6,3,1,11868,4,0,13,3,2,1,6,3,3,2,2,2,0,4097.67
34,0,1362,2,19,3,2,502,1,1,67,4,2,7,4,2,4652,8,1,13,3,2,0,9,3,2,5,2,4,1,2027.0
55,2,1311,1,2,3,1,505,3,0,97,3,4,3,4,2,23258,2,1,13,3,3,0,30,2,3,5,4,2,0,8222.0
24,2,1371,2,10,4,2,507,4,0,77,3,2,7,3,0,5915,1,1,12,3,4,1,5,2,4,5,2,3,0,2454.33
30,2,202,2,2,1,5,508,3,1,72,3,1,8,2,1,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,5902.67
26,1,575,1,3,1,5,510,3,1,73,3,1,6,1,2,6582,0,0,22,4,3,0,7,2,3,6,4,4,1,2410.0
22,2,253,1,11,3,3,511,1,0,43,3,1,6,2,1,24440,1,0,13,3,4,1,2,1,3,2,1,2,0,8245.33
36,2,164,2,2,2,3,513,2,1,61,2,3,7,3,1,3809,1,0,13,3,2,2,10,2,3,10,9,0,0,1344.67
30,1,464,1,4,3,5,514,3,1,40,3,1,6,4,2,3427,9,1,23,4,3,0,3,4,3,1,0,0,1,1310.33
37,2,1107,1,14,3,1,515,4,0,95,3,1,2,1,0,26914,1,0,12,3,3,1,18,2,2,18,7,17,0,9372.0
40,2,759,2,2,2,2,516,4,0,46,3,2,7,2,0,22553,7,0,12,3,3,2,8,5,3,5,4,3,0,7786.0
42,2,201,1,1,4,1,517,2,0,95,3,1,2,1,0,20490,3,0,16,3,2,1,8,5,3,5,2,2,0,6928.67
37,2,1305,1,10,4,1,518,3,1,49,3,2,4,2,2,21123,2,1,12,3,4,0,18,2,2,1,0,1,0,7492.33
43,2,982,1,12,3,1,520,1,1,59,2,4,5,2,0,4345,1,0,11,3,3,1,25,3,3,25,10,9,0,1795.33
40,2,555,1,2,3,3,521,2,0,78,2,2,2,3,1,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,4689.67
54,2,821,1,5,2,3,522,1,1,86,3,5,5,1,1,8509,4,0,11,3,3,1,24,4,2,4,2,2,0,3138.67
34,0,1381,2,4,4,2,523,3,0,72,3,2,7,3,1,12740,9,0,15,3,1,1,6,3,3,3,2,2,0,4731.0
31,2,480,1,7,2,3,524,2,0,31,3,2,4,1,1,4156,1,0,12,3,2,1,13,5,1,13,10,12,0,1555.67
43,1,313,1,21,3,3,525,4,1,61,3,1,2,4,1,15238,7,0,20,4,1,1,8,1,3,3,2,2,0,5204.0
43,2,1473,1,8,4,4,526,3,0,74,3,2,0,3,0,2227,4,1,14,3,4,0,8,3,3,5,2,2,0,1258.0
25,2,891,2,4,2,1,527,2,0,99,2,2,7,4,2,12090,1,1,11,3,2,0,5,3,3,5,4,3,0,4360.0
37,0,1063,1,25,5,3,529,2,0,72,3,2,6,3,1,23866,3,1,15,3,1,2,15,2,3,13,11,7,0,8333.67
31,2,329,1,1,2,1,530,4,1,98,2,1,2,1,1,16193,1,0,12,3,3,1,4,3,3,4,2,2,0,5540.0
39,1,1218,1,1,1,1,531,2,1,52,3,5,3,3,0,8213,1,1,14,3,3,1,21,3,3,21,8,6,0,3161.0
56,1,906,2,6,3,1,532,3,0,86,4,4,7,1,1,18256,9,0,11,3,4,3,36,0,2,7,7,7,0,6416.0
30,2,1082,2,12,3,5,533,2,0,83,3,2,7,3,2,19558,0,0,11,3,2,0,6,6,3,5,4,4,0,6907.67
41,2,645,2,1,3,2,534,2,1,49,4,3,7,1,1,19566,1,0,16,3,3,1,10,2,3,10,7,7,0,6753.33
28,2,1300,1,17,2,3,536,3,1,79,3,2,2,1,0,13535,1,0,12,3,4,1,10,2,3,10,0,8,0,4971.33
25,2,688,1,3,3,3,538,1,1,91,3,1,2,1,1,9396,5,0,13,3,3,1,6,5,3,2,2,2,1,3391.67
52,2,319,1,3,3,3,543,4,1,39,2,3,4,3,1,19609,2,1,14,3,3,0,28,4,3,5,4,4,0,6655.67
45,2,192,1,10,2,1,544,1,1,69,3,1,6,4,1,9655,3,0,21,4,4,2,8,3,2,2,2,2,0,3305.33
52,2,1490,1,4,2,1,546,4,0,30,3,4,3,4,1,10310,2,0,13,3,4,0,31,2,1,5,2,4,0,3943.33
42,1,532,1,29,2,1,547,1,0,92,3,2,6,3,0,12932,2,0,11,3,2,1,19,3,3,5,4,2,0,4518.67
30,2,317,1,2,3,1,548,3,0,43,1,2,4,4,2,24793,2,0,20,4,3,0,11,2,3,5,4,2,0,8384.33
60,2,422,1,7,3,1,549,1,0,41,3,5,3,1,1,3854,5,0,11,3,4,0,33,5,1,29,8,10,0,1439.0
46,2,1485,1,18,3,3,550,3,0,87,3,2,4,3,0,26314,2,0,14,3,3,1,19,5,2,10,7,8,0,9295.33
